date,category,quota,price,total_bids,success_bids,population,registration,deregistration,cpi_car,cpi_transport,cpi_petrol,cpi_car_pct_change,cpi_transport_pct_change,cpi_petrol_pct_change,month,bid_quota_ratio,quota_pct_change,price_pct_change,total_bids_pct_change,success_bids_pct_change
2014-10-23,Cat B (Cars above 1600cc or 97kW),507,72002,822,506,281022.0,1487.0,1433.0,110.22,100.456,92.601,-0.4,-0.4,-2.2,10,1.621301775147929,-0.11363636363636365,0.12520706360368816,-0.24725274725274726,-0.11072056239015815
2014-11-05,Cat B (Cars above 1600cc or 97kW),574,70890,832,559,281213.0,1640.0,1449.0,110.747,99.94,89.091,0.5,-0.5,-3.8,11,1.4494773519163764,0.13214990138067062,-0.015444015444015413,0.012165450121654597,0.10474308300395263
2014-11-05,Cat A (Cars up to 1600cc and 97kW),703,64900,1196,692,336231.0,1269.0,2068.0,110.747,99.94,89.091,0.5,-0.5,-3.8,11,1.701280227596017,0.2247386759581882,-0.08449710819579626,0.4375,0.23792486583184247
2014-11-19,Cat B (Cars above 1600cc or 97kW),570,72890,900,560,281213.0,1640.0,1449.0,110.747,99.94,89.091,0.5,-0.5,-3.8,11,1.5789473684210527,-0.18918918918918914,0.12311248073959935,-0.24749163879598657,-0.19075144508670516
2014-11-19,Cat A (Cars up to 1600cc and 97kW),701,67889,1144,694,336231.0,1269.0,2068.0,110.747,99.94,89.091,0.5,-0.5,-3.8,11,1.6319543509272467,0.22982456140350882,-0.06861023460008231,0.2711111111111111,0.23928571428571432
2014-12-03,Cat A (Cars up to 1600cc and 97kW),709,67089,996,703,335450.0,1482.0,2263.0,110.765,99.407,82.965,0.0,-0.5,-6.9,12,1.4047954866008463,0.011412268188302432,-0.011783941433811118,-0.12937062937062938,0.012968299711815456
2014-12-03,Cat B (Cars above 1600cc or 97kW),584,74389,873,582,281083.0,1589.0,1719.0,110.765,99.407,82.965,0.0,-0.5,-6.9,12,1.49486301369863,-0.17630465444287724,0.10881068431486529,-0.12349397590361444,-0.1721194879089616
2014-12-17,Cat B (Cars above 1600cc or 97kW),579,74000,755,572,281083.0,1589.0,1719.0,110.765,99.407,82.965,0.0,-0.5,-6.9,12,1.3039723661485318,-0.008561643835616417,-0.005229267768083967,-0.1351660939289805,-0.01718213058419249
2014-12-17,Cat A (Cars up to 1600cc and 97kW),705,65889,868,699,335450.0,1482.0,2263.0,110.765,99.407,82.965,0.0,-0.5,-6.9,12,1.2312056737588652,0.21761658031088094,-0.10960810810810806,0.14966887417218544,0.2220279720279721
2015-01-07,Cat A (Cars up to 1600cc and 97kW),704,66010,940,698,333823.0,1547.0,3174.0,111.423,98.289,77.068,0.6,-1.1,-7.1,1,1.3352272727272727,-0.0014184397163120588,0.0018364218610087413,0.08294930875576045,-0.0014306151645206988
2015-01-07,Cat B (Cars above 1600cc or 97kW),571,75289,833,570,280960.0,1972.0,2095.0,111.423,98.289,77.068,0.6,-1.1,-7.1,1,1.458844133099825,-0.18892045454545459,0.1405696106650507,-0.11382978723404258,-0.18338108882521487
2015-01-21,Cat A (Cars up to 1600cc and 97kW),705,65001,1068,703,333823.0,1547.0,3174.0,111.423,98.289,77.068,0.6,-1.1,-7.1,1,1.5148936170212766,0.23467600700525404,-0.1366467877113523,0.28211284513805523,0.2333333333333334
2015-01-21,Cat B (Cars above 1600cc or 97kW),576,76889,915,576,280960.0,1972.0,2095.0,111.423,98.289,77.068,0.6,-1.1,-7.1,1,1.5885416666666667,-0.18297872340425536,0.18288949400778454,-0.1432584269662921,-0.18065433854907542
2015-02-04,Cat A (Cars up to 1600cc and 97kW),992,62002,1295,991,332987.0,1306.0,2142.0,108.314,98.214,80.501,-2.8,-0.1,4.5,2,1.3054435483870968,0.7222222222222223,-0.193616772230098,0.41530054644808745,0.7204861111111112
2015-02-04,Cat B (Cars above 1600cc or 97kW),724,70890,959,723,281075.0,1589.0,1474.0,108.314,98.214,80.501,-2.8,-0.1,4.5,2,1.324585635359116,-0.2701612903225806,0.14335021450920937,-0.2594594594594595,-0.2704339051463168
2015-02-17,Cat B (Cars above 1600cc or 97kW),722,66751,1037,721,281075.0,1589.0,1474.0,108.314,98.214,80.501,-2.8,-0.1,4.5,2,1.4362880886426592,-0.002762430939226568,-0.058386232190718035,0.08133472367049,-0.0027662517289073207
2015-02-17,Cat A (Cars up to 1600cc and 97kW),988,57199,1294,988,332987.0,1306.0,2142.0,108.314,98.214,80.501,-2.8,-0.1,4.5,2,1.3097165991902835,0.368421052631579,-0.14309897979056496,0.24783027965284465,0.3703190013869626
2015-03-04,Cat A (Cars up to 1600cc and 97kW),987,61410,2120,986,330915.0,1958.0,4030.0,110.384,99.864,89.257,1.9,1.7,10.9,3,2.1479229989868287,-0.0010121457489878916,0.07362016818475858,0.6383307573415764,-0.002024291497975672
2015-03-04,Cat B (Cars above 1600cc or 97kW),723,68668,1239,723,280617.0,1958.0,2416.0,110.384,99.864,89.257,1.9,1.7,10.9,3,1.7136929460580912,-0.26747720364741645,0.11818921999674314,-0.4155660377358491,-0.2667342799188641
2015-03-18,Cat B (Cars above 1600cc or 97kW),723,71889,1354,717,280617.0,1958.0,2416.0,110.384,99.864,89.257,1.9,1.7,10.9,3,1.8727524204702628,0.0,0.04690685617754986,0.09281678773204205,-0.008298755186721962
2015-03-18,Cat A (Cars up to 1600cc and 97kW),987,64700,2251,987,330915.0,1958.0,4030.0,110.384,99.864,89.257,1.9,1.7,10.9,3,2.2806484295845997,0.36514522821576767,-0.10000139103339867,0.6624815361890695,0.37656903765690375
2015-04-08,Cat B (Cars above 1600cc or 97kW),722,76612,1661,716,280304.0,1976.0,2289.0,113.054,101.207,90.165,2.4,1.3,1.0,4,2.3005540166204987,-0.2684903748733536,0.18411128284389489,-0.26210573078631716,-0.27456940222897674
2015-04-08,Cat A (Cars up to 1600cc and 97kW),988,67749,2340,970,329163.0,1866.0,3618.0,113.054,101.207,90.165,2.4,1.3,1.0,4,2.3684210526315788,0.368421052631579,-0.11568683757113774,0.40878988561107765,0.35474860335195535
2015-04-22,Cat B (Cars above 1600cc or 97kW),728,78001,1525,708,280304.0,1976.0,2289.0,113.054,101.207,90.165,2.4,1.3,1.0,4,2.09478021978022,-0.26315789473684215,0.15132326676408514,-0.3482905982905983,-0.2701030927835052
2015-04-22,Cat A (Cars up to 1600cc and 97kW),987,67601,2055,979,329163.0,1866.0,3618.0,113.054,101.207,90.165,2.4,1.3,1.0,4,2.082066869300912,0.35576923076923084,-0.13333162395353904,0.3475409836065573,0.38276836158192085
2015-05-06,Cat B (Cars above 1600cc or 97kW),934,77600,1631,934,280183.0,2070.0,2191.0,113.183,101.882,94.078,0.1,0.7,4.3,5,1.746252676659529,-0.05369807497467072,0.1479120131359004,-0.20632603406326033,-0.04596527068437184
2015-05-06,Cat A (Cars up to 1600cc and 97kW),1444,68589,2891,1438,328037.0,2501.0,3627.0,113.183,101.882,94.078,0.1,0.7,4.3,5,2.00207756232687,0.5460385438972162,-0.11612113402061852,0.7725321888412018,0.5396145610278373
2015-05-20,Cat A (Cars up to 1600cc and 97kW),1434,66590,2351,1431,328037.0,2501.0,3627.0,113.183,101.882,94.078,0.1,0.7,4.3,5,1.6394700139470013,-0.006925207756232732,-0.029144615025732956,-0.18678657903839502,-0.004867872044506227
2015-05-20,Cat B (Cars above 1600cc or 97kW),948,75002,1401,948,280183.0,2070.0,2191.0,113.183,101.882,94.078,0.1,0.7,4.3,5,1.4778481012658229,-0.33891213389121344,0.12632527406517502,-0.4040833687792429,-0.33752620545073375
2015-06-04,Cat B (Cars above 1600cc or 97kW),929,75000,1384,923,280955.0,3134.0,2362.0,112.066,101.752,95.75,-1.0,-0.1,1.8,6,1.4897739504843919,-0.020042194092827037,-2.6665955574545208e-05,-0.012134189864382638,-0.026371308016877593
2015-06-04,Cat A (Cars up to 1600cc and 97kW),1432,66000,1943,1393,328129.0,3853.0,3761.0,112.066,101.752,95.75,-1.0,-0.1,1.8,6,1.3568435754189945,0.541442411194833,-0.12,0.4039017341040463,0.5092091007583965
2015-06-17,Cat B (Cars above 1600cc or 97kW),928,71509,1144,926,280955.0,3134.0,2362.0,112.066,101.752,95.75,-1.0,-0.1,1.8,6,1.2327586206896552,-0.35195530726256985,0.08346969696969686,-0.41121976325270204,-0.3352476669059583
2015-06-17,Cat A (Cars up to 1600cc and 97kW),1429,61000,1766,1421,328129.0,3853.0,3761.0,112.066,101.752,95.75,-1.0,-0.1,1.8,6,1.2358292512246327,0.5398706896551724,-0.1469605224517193,0.5437062937062938,0.5345572354211663
2015-07-08,Cat A (Cars up to 1600cc and 97kW),1466,58700,1891,1464,326108.0,1777.0,3798.0,109.303,100.72,94.121,-2.5,-1.0,-1.7,7,1.2899045020463846,0.025892232330300802,-0.03770491803278686,0.07078142695356737,0.030260380014074606
2015-07-08,Cat B (Cars above 1600cc or 97kW),934,65501,1225,933,279963.0,1390.0,2382.0,109.303,100.72,94.121,-2.5,-1.0,-1.7,7,1.3115631691648821,-0.36289222373806274,0.1158603066439523,-0.35219460602855635,-0.3627049180327869
2015-07-22,Cat A (Cars up to 1600cc and 97kW),1435,55889,1966,1365,326108.0,1777.0,3798.0,109.303,100.72,94.121,-2.5,-1.0,-1.7,7,1.370034843205575,0.5364025695931478,-0.14674585120837846,0.6048979591836734,0.46302250803858525
2015-07-22,Cat B (Cars above 1600cc or 97kW),930,58109,1218,929,279963.0,1390.0,2382.0,109.303,100.72,94.121,-2.5,-1.0,-1.7,7,1.3096774193548386,-0.3519163763066202,0.039721591010753565,-0.38046795523906407,-0.3194139194139194
2015-08-05,Cat B (Cars above 1600cc or 97kW),1057,60789,1634,1054,280265.0,2241.0,1939.0,108.748,98.755,92.232,-0.5,-2.0,-2.0,8,1.5458845789971618,0.13655913978494616,0.04612022234077329,0.3415435139573071,0.13455328310010772
2015-08-05,Cat A (Cars up to 1600cc and 97kW),1688,56209,2446,1687,325302.0,2446.0,3252.0,108.748,98.755,92.232,-0.5,-2.0,-2.0,8,1.4490521327014219,0.596972563859981,-0.07534257842701808,0.4969400244798041,0.6005692599620494
2015-08-19,Cat B (Cars above 1600cc or 97kW),1058,62140,1551,1056,280265.0,2241.0,1939.0,108.748,98.755,92.232,-0.5,-2.0,-2.0,8,1.4659735349716445,-0.37322274881516593,0.10551691010336417,-0.36590351594439907,-0.37403675163011263
2015-08-19,Cat A (Cars up to 1600cc and 97kW),1756,57498,2597,1756,325302.0,2446.0,3252.0,108.748,98.755,92.232,-0.5,-2.0,-2.0,8,1.4789293849658314,0.6597353497164462,-0.07470228516253619,0.6744036105738234,0.6628787878787878
2015-09-09,Cat A (Cars up to 1600cc and 97kW),1688,57089,2553,1688,324357.0,2811.0,3756.0,108.33,98.656,90.771,-0.4,-0.1,-1.6,9,1.5124407582938388,-0.038724373576309756,-0.007113290897074687,-0.016942626107046554,-0.038724373576309756
2015-09-09,Cat B (Cars above 1600cc or 97kW),1059,62101,1628,1058,280394.0,2437.0,2308.0,108.33,98.656,90.771,-0.4,-0.1,-1.6,9,1.5372993389990557,-0.37263033175355453,0.08779274466184384,-0.3623188405797102,-0.37322274881516593
2015-09-23,Cat A (Cars up to 1600cc and 97kW),1687,55399,2276,1684,324357.0,2811.0,3756.0,108.33,98.656,90.771,-0.4,-0.1,-1.6,9,1.3491404860699467,0.5930122757318226,-0.10792096745624069,0.3980343980343981,0.5916824196597354
2015-09-23,Cat B (Cars above 1600cc or 97kW),1058,60001,1371,1041,280394.0,2437.0,2308.0,108.33,98.656,90.771,-0.4,-0.1,-1.6,9,1.2958412098298677,-0.37285121517486663,0.08307009151789746,-0.39762741652021094,-0.3818289786223278
2015-10-07,Cat A (Cars up to 1600cc and 97kW),1687,56001,2210,1679,323528.0,3667.0,4496.0,107.519,98.755,90.999,-0.7,0.1,0.3,10,1.3100177830468287,0.5945179584120983,-0.06666555557407372,0.611962071480671,0.6128722382324687
2015-10-07,Cat B (Cars above 1600cc or 97kW),1057,58190,1373,1044,280293.0,2428.0,2529.0,107.519,98.755,90.999,-0.7,0.1,0.3,10,1.2989593188268684,-0.37344398340248963,0.03908858770379098,-0.37873303167420813,-0.37820131030375226
2015-10-21,Cat A (Cars up to 1600cc and 97kW),1690,57301,2229,1684,323528.0,3667.0,4496.0,107.519,98.755,90.999,-0.7,0.1,0.3,10,1.3189349112426036,0.598864711447493,-0.015277539096064663,0.6234522942461762,0.6130268199233717
2015-10-21,Cat B (Cars above 1600cc or 97kW),1073,59889,1367,1069,280293.0,2428.0,2529.0,107.519,98.755,90.999,-0.7,0.1,0.3,10,1.2739981360671015,-0.36508875739644975,0.045165005846320216,-0.38672050246747425,-0.36520190023752974
2015-11-04,Cat B (Cars above 1600cc or 97kW),1037,57501,1267,1031,280256.0,2597.0,2634.0,108.141,98.791,89.698,0.6,0.0,-1.4,11,1.2217936354869816,-0.033550792171481825,-0.0398737664679657,-0.07315288953913679,-0.03554724041159962
2015-11-04,Cat A (Cars up to 1600cc and 97kW),1664,56001,2009,1623,322876.0,3564.0,4216.0,108.141,98.791,89.698,0.6,0.0,-1.4,11,1.2073317307692308,0.6046287367405978,-0.026086502843428838,0.5856353591160222,0.5741998060135791
2015-11-18,Cat A (Cars up to 1600cc and 97kW),1662,59200,2140,1650,322876.0,3564.0,4216.0,108.141,98.791,89.698,0.6,0.0,-1.4,11,1.2876052948255114,-0.0012019230769231282,0.05712397992892981,0.06520657043305134,0.01663585951940849
2015-11-18,Cat B (Cars above 1600cc or 97kW),1029,61103,1388,1026,280256.0,2597.0,2634.0,108.141,98.791,89.698,0.6,0.0,-1.4,11,1.3488824101069,-0.38086642599277976,0.032145270270270254,-0.3514018691588785,-0.3781818181818182
2015-12-09,Cat B (Cars above 1600cc or 97kW),1031,60001,1324,1028,280261.0,2688.0,2683.0,107.275,98.559,87.603,-0.8,-0.2,-2.3,12,1.2841901066925314,0.0019436345966958868,-0.018035121025154255,-0.04610951008645536,0.0019493177387914784
2015-12-09,Cat A (Cars up to 1600cc and 97kW),1698,56989,2132,1696,321972.0,3676.0,4580.0,107.275,98.559,87.603,-0.8,-0.2,-2.3,12,1.2555948174322733,0.646944713870029,-0.05019916334727759,0.6102719033232629,0.649805447470817
2015-12-23,Cat A (Cars up to 1600cc and 97kW),1669,54301,1978,1667,321972.0,3676.0,4580.0,107.275,98.559,87.603,-0.8,-0.2,-2.3,12,1.1851408028759736,-0.0170789163722026,-0.04716699713979888,-0.07223264540337715,-0.017099056603773533
2015-12-23,Cat B (Cars above 1600cc or 97kW),1027,55001,1200,1025,280261.0,2688.0,2683.0,107.275,98.559,87.603,-0.8,-0.2,-2.3,12,1.1684518013631937,-0.38466147393648886,0.01289110697777196,-0.39332659251769464,-0.385122975404919
2016-01-06,Cat B (Cars above 1600cc or 97kW),1027,54920,1262,1019,280312.0,3111.0,3060.0,105.257,96.792,84.967,-1.9,-1.8,-3.0,1,1.2288218111002922,0.0,-0.0014727004963546175,0.05166666666666675,-0.005853658536585371
2016-01-06,Cat A (Cars up to 1600cc and 97kW),1659,45002,2013,1649,321428.0,3953.0,4497.0,105.257,96.792,84.967,-1.9,-1.8,-3.0,1,1.213381555153707,0.6153846153846154,-0.18058994901675163,0.5950871632329635,0.6182531894013739
2016-01-20,Cat B (Cars above 1600cc or 97kW),1026,50089,1334,1026,280312.0,3111.0,3060.0,105.257,96.792,84.967,-1.9,-1.8,-3.0,1,1.3001949317738792,-0.3815551537070524,0.11303942047020143,-0.33730750124192743,-0.37780473013947846
2016-01-20,Cat A (Cars up to 1600cc and 97kW),1659,51301,3437,1638,321428.0,3953.0,4497.0,105.257,96.792,84.967,-1.9,-1.8,-3.0,1,2.071729957805907,0.6169590643274854,0.024196929465551298,1.5764617691154421,0.5964912280701755
2016-02-03,Cat A (Cars up to 1600cc and 97kW),2038,46651,2972,2033,320562.0,3239.0,4105.0,101.283,95.373,81.813,-3.8,-1.5,-3.7,2,1.4582924435721296,0.22845087402049424,-0.09064150796280779,-0.13529240616816995,0.24114774114774118
2016-02-03,Cat B (Cars above 1600cc or 97kW),1216,38610,1624,1216,280221.0,2488.0,2579.0,101.283,95.373,81.813,-3.8,-1.5,-3.7,2,1.3355263157894737,-0.4033366045142296,-0.17236500825277057,-0.4535666218034994,-0.4018691588785047
2016-02-17,Cat B (Cars above 1600cc or 97kW),1208,46970,2898,1197,280221.0,2488.0,2579.0,101.283,95.373,81.813,-3.8,-1.5,-3.7,2,2.3990066225165565,-0.006578947368421018,0.2165242165242165,0.7844827586206897,-0.015625
2016-02-17,Cat A (Cars up to 1600cc and 97kW),2049,43000,2965,2025,320562.0,3239.0,4105.0,101.283,95.373,81.813,-3.8,-1.5,-3.7,2,1.4470473401659345,0.6961920529801324,-0.08452203534170744,0.02311939268461005,0.6917293233082706
2016-03-09,Cat A (Cars up to 1600cc and 97kW),2033,45000,3518,1957,318749.0,4124.0,5937.0,102.377,95.576,83.269,1.1,0.2,1.8,3,1.7304476143630103,-0.007808687164470474,0.04651162790697683,0.18650927487352442,-0.03358024691358019
2016-03-09,Cat B (Cars above 1600cc or 97kW),1209,47604,2706,1200,279286.0,2955.0,3890.0,102.377,95.576,83.269,1.1,0.2,1.8,3,2.238213399503722,-0.40531234628627644,0.05786666666666673,-0.2308129619101762,-0.38681655595298925
2016-03-23,Cat B (Cars above 1600cc or 97kW),1220,46502,2491,1218,279286.0,2955.0,3890.0,102.377,95.576,83.269,1.1,0.2,1.8,3,2.0418032786885245,0.009098428453267138,-0.023149315183597974,-0.07945306725794532,0.014999999999999902
2016-03-23,Cat A (Cars up to 1600cc and 97kW),2053,45504,3836,2020,318749.0,4124.0,5937.0,102.377,95.576,83.269,1.1,0.2,1.8,3,1.868485143692158,0.6827868852459016,-0.02146144251860138,0.5399437976716179,0.6584564860426929
2016-04-06,Cat B (Cars above 1600cc or 97kW),1218,47000,2247,1218,279455.0,3180.0,3011.0,102.948,95.744,82.903,0.6,0.2,-0.4,4,1.8448275862068966,-0.40672187043351193,0.03287623066104084,-0.41423357664233573,-0.39702970297029705
2016-04-06,Cat A (Cars up to 1600cc and 97kW),2105,46009,3719,2103,318171.0,3997.0,4575.0,102.948,95.744,82.903,0.6,0.2,-0.4,4,1.7667458432304037,0.7282430213464697,-0.02108510638297867,0.6550956831330663,0.7266009852216748
2016-04-20,Cat A (Cars up to 1600cc and 97kW),2062,47300,3327,2061,318171.0,3997.0,4575.0,102.948,95.744,82.903,0.6,0.2,-0.4,4,1.6134820562560621,-0.02042755344418057,0.028059727444630367,-0.10540467867706371,-0.0199714693295292
2016-04-20,Cat B (Cars above 1600cc or 97kW),1211,49602,2364,1136,279455.0,3180.0,3011.0,102.948,95.744,82.903,0.6,0.2,-0.4,4,1.9521056977704376,-0.4127061105722599,0.04866807610993651,-0.2894499549143372,-0.44881125667151867
2016-05-05,Cat A (Cars up to 1600cc and 97kW),2218,47889,3446,2217,318588.0,4910.0,4493.0,103.31,96.033,84.434,0.4,0.3,1.8,5,1.5536519386834986,0.8315441783649875,-0.03453489778637964,0.4576988155668358,0.9515845070422535
